DISTRICT,DIST_ENGLISH,TEHSIL,TEHSIL_ENG,RI,RI_ENG,HALKA,HALKA_ENG,VILLAGE,VILLAGE_ENG,BHUCODE_LR,VILLAGECODE_LGD,DATA_AVAILABLE_SINCE,MAP_AVAILABLE,ULB_NAME,VILLAGE_TYPE,IS_KHASRA_AVAILABLE,KHASRA_COUNT,TOTAL_AREA_KHASRA,MAP_PARCEL_COUNT,TOTAL_AREA_MAP,AABAADI_SURVEY
33-??????,Jabalpur,03-????,Patan,02-????,,00051-????,,149-??????????,Khiriya Kalan,3.30302E+13,489527,2005-2006,Y,????? ??????,?????? ?????,Y,149,93.57,141,,N
33-??????,Jabalpur,03-????,Patan,02-????,,00051-????,,150-?????? ?????,Khiriya Khurd,3.30302E+13,489526,2005-2006,Y,????? ??????,?????? ?????,Y,105,77.1,89,,N
33-??????,Jabalpur,03-????,Patan,02-????,,00051-????,,151-????,Khairi (Udana),3.30302E+13,489531,2005-2006,Y,????? ??????,?????? ?????,Y,323,237.27,265,,N
33-??????,Jabalpur,03-????,Patan,02-????,,00051-????,,152-?????,Bhorda,3.30302E+13,489564,2005-2006,Y,????? ??????,?????? ?????,Y,502,295.08,425,,N
33-??????,Jabalpur,03-????,Patan,02-????,,00052-????,,153-????,Jhamar Medhi,3.30302E+13,489525,2005-2006,Y,????? ??????,?????? ?????,Y,271,158.23,221,,N
33-??????,Jabalpur,03-????,Patan,02-????,,00052-????,,154-???,Pawai,3.30302E+13,489524,2005-2006,Y,????? ??????,?????? ?????,Y,191,148.68,172,,N
33-??????,Jabalpur,03-????,Patan,02-????,,00052-????,,155-???????,Pipariya,3.30302E+13,489563,2005-2006,Y,????? ??????,?????? ?????,Y,284,176.23,271,,N
33-??????,Jabalpur,03-????,Patan,02-????,,00052-????,,156-??????,Umariya,3.30302E+13,489521,2005-2006,Y,????? ??????,?????? ?????,Y,252,124.83,217,,N
33-??????,Jabalpur,03-????,Patan,02-????,,00052-????,,157-??????,Amarpur,3.30302E+13,489567,2005-2006,Y,????? ??????,?????? ?????,Y,299,242.73,318,,N
33-??????,Jabalpur,03-????,Patan,02-????,,00053-????,,158-????,Khamond,3.30302E+13,489532,2005-2006,Y,????? ??????,?????? ?????,Y,379,260.49,368,,N
33-??????,Jabalpur,03-????,Patan,02-????,,00053-????,,159-?????,Ronsara,3.30302E+13,489528,2005-2006,Y,????? ??????,?????? ?????,Y,248,122.36,160,,N
33-??????,Jabalpur,03-????,Patan,02-????,,00053-????,,160-??????,Mudiya,3.30302E+13,489513,2005-2006,Y,????? ??????,?????? ?????,Y,618,436.6,521,,N
33-??????,Jabalpur,03-????,Patan,02-????,,00054-?????,,161-?????,Baroda,3.30302E+13,489534,2005-2006,Y,????? ??????,?????? ?????,Y,667,419.42,598,,N
33-??????,Jabalpur,03-????,Patan,02-????,,00054-?????,,162-????,Beeja,3.30302E+13,489447,2005-2006,Y,????? ??????,?????? ?????,Y,219,90.09,168,,N
33-??????,Jabalpur,03-????,Patan,02-????,,00054-?????,,163-??????,Hinauta (Baroda),3.30302E+13,489448,2005-2006,Y,????? ??????,?????? ?????,Y,305,92.51,238,,N
33-??????,Jabalpur,03-????,Patan,02-????,,00055-????,,164-????,Pondi (Udana),3.30302E+13,489535,2005-2006,Y,????? ??????,?????? ?????,Y,594,322.84,489,,N
33-??????,Jabalpur,03-????,Patan,02-????,,00055-????,,165-????,Chapod,3.30302E+13,489537,2005-2006,Y,????? ??????,?????? ?????,Y,294,122.62,251,,N
33-??????,Jabalpur,03-????,Patan,02-????,,00056-????,,166-????,Patan,3.30302E+13,802358,2005-2006,Y,??? ?????,?????? ?????,Y,3162,1343.2,1119,,N
33-??????,Jabalpur,03-????,Patan,02-????,,00057-????????,,167-????????,Budhi Koni,3.30302E+13,489541,2005-2006,Y,????? ??????,?????? ?????,Y,354,310.42,304,,N
33-??????,Jabalpur,03-????,Patan,02-????,,00057-????????,,168-???? ??????,Itwa Imliya,3.30302E+13,489540,2005-2006,Y,????? ??????,?????? ?????,Y,459,687.41,390,,N
33-??????,Jabalpur,03-????,Patan,02-????,,00058-???????,,169-????????,Koni Kalan,3.30302E+13,489542,2005-2006,Y,????? ??????,?????? ?????,Y,273,519.94,237,,N
33-??????,Jabalpur,03-????,Patan,02-????,,00058-???????,,170-????,Basan,3.30302E+13,489545,2005-2006,Y,????? ??????,?????? ?????,Y,226,310.8,190,,N
33-??????,Jabalpur,03-????,Patan,02-????,,00059-????????,,171-????????,Mahua Kheda,3.30302E+13,489544,2005-2006,Y,????? ??????,?????? ?????,Y,681,453.44,510,,N
33-??????,Jabalpur,03-????,Patan,02-????,,00059-????????,,172-????,Nimi,3.30302E+13,489543,2005-2006,Y,????? ??????,?????? ?????,Y,462,442.89,338,,N
33-??????,Jabalpur,03-????,Patan,02-????,,00060-???????,,173-???????,Gadaghat,3.30302E+13,489550,2005-2006,Y,????? ??????,?????? ?????,Y,1230,929.73,822,,N
33-??????,Jabalpur,03-????,Patan,02-????,,00061-????,,174-?????,Jatwan,3.30302E+13,489549,2005-2006,Y,????? ??????,?????? ?????,Y,287,215.04,220,,N
33-??????,Jabalpur,03-????,Patan,02-????,,00062-?????,,175-???????,Harduwa,3.30302E+13,489546,2005-2006,Y,????? ??????,?????? ?????,Y,356,571.45,230,,N
33-??????,Jabalpur,03-????,Patan,02-????,,00062-?????,,176-?????,Madwa,3.30302E+13,489598,2005-2006,Y,????? ??????,?????? ?????,Y,312,430.16,265,,N
33-??????,Jabalpur,03-????,Patan,02-????,,00062-?????,,177-???????,Pipariya (Madwa),3.30302E+13,489597,2005-2006,Y,????? ??????,?????? ?????,Y,264,298.85,193,,N
33-??????,Jabalpur,03-????,Patan,02-????,,00063-???????,,178-????????,Juri Kalan,3.30302E+13,489548,2005-2006,Y,????? ??????,?????? ?????,Y,320,270.92,246,,N
33-??????,Jabalpur,03-????,Patan,02-????,,00063-???????,,179-?????????,Juri Khurd,3.30302E+13,489547,2005-2006,Y,????? ??????,?????? ?????,Y,216,156.51,157,,N
33-??????,Jabalpur,03-????,Patan,02-????,,00063-???????,,180-????,Dundi,3.30302E+13,489553,2005-2006,Y,????? ??????,?????? ?????,Y,383,258.71,262,,N
33-??????,Jabalpur,03-????,Patan,02-????,,00064-?????,,181-?????,Rimjha,3.30302E+13,489557,2005-2006,Y,????? ??????,?????? ?????,Y,493,352.27,343,,N
33-??????,Jabalpur,03-????,Patan,02-????,,00064-?????,,182-??????,Umariya,3.30302E+13,489551,2005-2006,Y,????? ??????,?????? ?????,Y,51,51.83,55,,N
33-??????,Jabalpur,03-????,Patan,02-????,,00064-?????,,183-?????????,Mad Pipariya,3.30302E+13,489555,2005-2006,Y,????? ??????,?????? ?????,Y,301,188.47,258,,N
33-??????,Jabalpur,03-????,Patan,02-????,,00064-?????,,184-???????,Singori,3.30302E+13,489552,2005-2006,Y,????? ??????,?????? ?????,Y,220,306.01,210,,N
33-??????,Jabalpur,03-????,Patan,02-????,,00064-?????,,185-????????,Chhatarpur,3.30302E+13,489556,2005-2006,Y,????? ??????,?????? ?????,Y,480,338.7,349,,N
33-??????,Jabalpur,03-????,Patan,02-????,,00065-????????????,,186-???????,Pipariya Chandrabhan,3.30302E+13,489523,2005-2006,Y,????? ??????,?????? ?????,Y,339,190.34,263,,N
33-??????,Jabalpur,03-????,Patan,02-????,,00065-????????????,,187-???????,Tilgawan,3.30302E+13,489562,2005-2006,Y,????? ??????,?????? ?????,Y,258,126.23,251,,N
33-??????,Jabalpur,03-????,Patan,02-????,,00065-????????????,,188-?????,Deori,3.30302E+13,489558,2005-2006,Y,????? ??????,?????? ?????,Y,183,133.71,142,,N
33-??????,Jabalpur,03-????,Patan,02-????,,00065-????????????,,189-??????,Pathrora,3.30302E+13,489565,2005-2006,Y,????? ??????,?????? ?????,Y,254,224.12,199,,N
33-??????,Jabalpur,03-????,Patan,02-????,,00066-???????,,190-???????,Simariya,3.30302E+13,489589,2005-2006,Y,????? ??????,?????? ?????,Y,521,257.71,404,,N
33-??????,Jabalpur,03-????,Patan,02-????,,00066-???????,,191-???????,Surhiya,3.30302E+13,489561,2005-2006,Y,????? ??????,?????? ?????,Y,387,242.27,309,,N
33-??????,Jabalpur,03-????,Patan,02-????,,00067-?????,,192-?????,Dhaneta,3.30302E+13,489572,2005-2006,Y,????? ??????,?????? ?????,Y,491,219.49,444,,N
33-??????,Jabalpur,03-????,Patan,02-????,,00067-?????,,193-????,Rakhi,3.30302E+13,489571,2005-2006,Y,????? ??????,?????? ?????,Y,146,145.95,126,,N
33-??????,Jabalpur,03-????,Patan,02-????,,00067-?????,,194-?????,Barbata,3.30302E+13,489570,2005-2006,Y,????? ??????,?????? ?????,Y,91,100.5,85,,N
33-??????,Jabalpur,03-????,Patan,02-????,,00067-?????,,195-?????,Chandwa,3.30302E+13,489577,2005-2006,Y,????? ??????,?????? ?????,Y,189,217.05,148,,N
33-??????,Jabalpur,03-????,Patan,02-????,,00068-????,,196-????,Sahsan,3.30302E+13,489573,2005-2006,Y,????? ??????,?????? ?????,Y,595,309.34,456,,N
33-??????,Jabalpur,03-????,Patan,02-????,,00069-????,,197-????,Barhi,3.30302E+13,489574,2005-2006,Y,????? ??????,?????? ?????,Y,556,212.49,426,,N
33-??????,Jabalpur,03-????,Patan,02-????,,00069-????,,198-???????,Mihgawan,3.30302E+13,489576,2005-2006,Y,????? ??????,?????? ?????,Y,330,174.08,337,,N
33-??????,Jabalpur,03-????,Patan,02-????,,00069-????,,199-???????,Harduwa,3.30302E+13,489566,2005-2006,Y,????? ??????,?????? ?????,Y,286,143.89,188,,N
33-??????,Jabalpur,03-????,Patan,02-????,,00069-????,,200-?????????,Badhaiya Kheda,3.30302E+13,489583,2005-2006,Y,????? ??????,?????? ?????,Y,369,239.59,308,,N
33-??????,Jabalpur,03-????,Patan,02-????,,00070-??????,,201-??????,Gwari,3.30302E+13,489578,2005-2006,Y,????? ??????,?????? ?????,Y,311,312.74,260,,N
33-??????,Jabalpur,03-????,Patan,02-????,,00070-??????,,202-????,Khaira (Amarpur),3.30302E+13,489581,2005-2006,Y,????? ??????,?????? ?????,Y,276,150.22,247,,N
33-??????,Jabalpur,03-????,Patan,02-????,,00070-??????,,203-????,Khairi,3.30302E+13,489580,2005-2006,Y,????? ??????,?????? ?????,Y,219,88.26,206,,N
33-??????,Jabalpur,03-????,Patan,02-????,,00070-??????,,204-????????,Nanhwara,3.30302E+13,489579,2005-2006,Y,????? ??????,?????? ?????,Y,423,155.63,334,,N
33-??????,Jabalpur,03-????,Patan,02-????,,00070-??????,,205-??????,Bhakaliya,3.30302E+13,489569,2005-2006,Y,????? ??????,?????? ?????,Y,164,109.31,150,,N
33-??????,Jabalpur,03-????,Patan,02-????,,00070-??????,,206-???????,Bamhori,3.30302E+13,489568,2005-2006,Y,????? ??????,?????? ?????,Y,211,98.68,193,,N
33-??????,Jabalpur,03-????,Patan,02-????,,00071-??????,,207-??????,Padariya (Bhamak),3.30302E+13,489584,2005-2006,Y,????? ??????,?????? ?????,Y,317,135.93,346,,N
33-??????,Jabalpur,03-????,Patan,02-????,,00071-??????,,208-??????,Singori,3.30302E+13,489575,2005-2006,Y,????? ??????,?????? ?????,Y,252,183.74,220,,N
33-??????,Jabalpur,03-????,Patan,02-????,,00072-??????,,209-???????,Bhuwara,3.30302E+13,489582,2005-2006,Y,????? ??????,?????? ?????,Y,789,589.56,608,,N
33-??????,Jabalpur,03-????,Patan,02-????,,00073-????,,210-????,Udna,3.30302E+13,489585,2005-2006,Y,????? ??????,?????? ?????,Y,926,698.52,693,,N
33-??????,Jabalpur,03-????,Patan,02-????,,00073-????,,211-???????,Muskara,3.30302E+13,489560,2005-2006,Y,????? ??????,?????? ?????,Y,418,229.76,313,,N
33-??????,Jabalpur,03-????,Patan,02-????,,00074-?????,,212-??????,Harduwa,3.30302E+13,489591,2005-2006,Y,????? ??????,?????? ?????,Y,451,384,381,,N
33-??????,Jabalpur,03-????,Patan,02-????,,00074-?????,,213-???????,Simariya,3.30302E+13,489559,2005-2006,Y,????? ??????,?????? ?????,Y,337,244.93,296,,N
33-??????,Jabalpur,03-????,Patan,02-????,,00075-????,,214-????,Pondi,3.30302E+13,489590,2005-2006,Y,????? ??????,?????? ?????,Y,559,419.16,443,,N
33-??????,Jabalpur,03-????,Patan,02-????,,00075-????,,215-??????,Majhgawan,3.30302E+13,489587,2005-2006,Y,????? ??????,?????? ?????,Y,394,256.41,329,,N
33-??????,Jabalpur,03-????,Patan,02-????,,00075-????,,216-????? ?????,Kharhaiya Khurd,3.30302E+13,489588,2005-2006,Y,????? ??????,?????? ?????,Y,318,170.01,271,,N
33-??????,Jabalpur,03-????,Patan,02-????,,00076-?????,,217-?????,Kanti,3.30302E+13,489586,2005-2006,Y,????? ??????,?????? ?????,Y,575,467.02,479,,N
33-??????,Jabalpur,03-????,Patan,02-????,,00076-?????,,218-?????,Baijala,3.30302E+13,489554,2005-2006,Y,????? ??????,?????? ?????,Y,170,115.29,165,,N
33-??????,Jabalpur,03-????,Patan,02-????,,00076-?????,,219-????,Dhamni,3.30302E+13,489595,2005-2006,Y,????? ??????,?????? ?????,Y,326,202.7,227,,N
33-??????,Jabalpur,03-????,Patan,02-????,,00077-???????,,220-????????,Kuwarpur,3.30302E+13,489593,2005-2006,Y,????? ??????,?????? ?????,Y,643,386.63,578,,N
33-??????,Jabalpur,03-????,Patan,02-????,,00078-???????,,221-????????,Mala Kalan,3.30302E+13,489592,2005-2006,Y,????? ??????,?????? ?????,Y,844,611.91,657,,N
33-??????,Jabalpur,03-????,Patan,02-????,,00078-???????,,222-???? ?????,Mala Khurd,3.30302E+13,489601,2005-2006,Y,????? ??????,?????? ?????,Y,517,352.15,405,,N
33-??????,Jabalpur,03-????,Patan,02-????,,00079-???? ???????,,223-???? ???????,Katra Belkheda,3.30302E+13,489596,2005-2006,Y,????? ??????,?????? ?????,Y,784,535.09,660,,N
33-??????,Jabalpur,03-????,Patan,02-????,,00079-???? ???????,,224-??????,Amkheda,3.30302E+13,489594,2005-2006,Y,????? ??????,?????? ?????,Y,255,171.51,191,,N
33-??????,Jabalpur,03-????,Patan,02-????,,00080-???????,,225-????????,Pondi Kalan,3.30302E+13,489599,2005-2006,Y,????? ??????,?????? ?????,Y,491,633.99,345,,N
33-??????,Jabalpur,03-????,Patan,02-????,,00080-???????,,226-???? ?????,Pondi Khurd,3.30302E+13,489600,2005-2006,Y,????? ??????,?????? ?????,Y,405,293.05,230,,N
33-??????,Jabalpur,05-?????,Majholi,01-?????,,00001-???????????,,001-???????????,Mudiya Madaud,3.30501E+13,489160,2007-2008,Y,????? ??????,?????? ?????,Y,661,352.51,599,,N
33-??????,Jabalpur,05-?????,Majholi,01-?????,,00001-???????????,,002-?????,Amauda,3.30501E+13,489158,2007-2008,Y,????? ??????,?????? ?????,Y,737,449.67,709,,N
33-??????,Jabalpur,05-?????,Majholi,01-?????,,00001-???????????,,003-???????,Mahgawan,3.30501E+13,489161,2007-2008,Y,????? ??????,?????? ?????,Y,381,190.99,350,,N
33-??????,Jabalpur,05-?????,Majholi,01-?????,,00002-??????,,004-??????,Duhatra,3.30501E+13,489174,2007-2008,Y,????? ??????,?????? ?????,Y,299,133.92,262,,N
33-??????,Jabalpur,05-?????,Majholi,01-?????,,00002-??????,,005-???????,Bamhori,3.30501E+13,489163,2007-2008,Y,????? ??????,?????? ?????,Y,466,123.68,403,,N
33-??????,Jabalpur,05-?????,Majholi,01-?????,,00002-??????,,006-????????,Khamhariya,3.30501E+13,489200,2007-2008,Y,????? ??????,?????? ?????,Y,301,146.83,279,,N
33-??????,Jabalpur,05-?????,Majholi,01-?????,,00002-??????,,007-????,Richhi,3.30501E+13,489173,2007-2008,Y,????? ??????,?????? ?????,Y,261,104.3,207,,N
33-??????,Jabalpur,05-?????,Majholi,01-?????,,00002-??????,,008-?????,Harduwa,3.30501E+13,489159,2007-2008,Y,????? ??????,?????? ?????,Y,222,174.22,185,,N
33-??????,Jabalpur,05-?????,Majholi,01-?????,,00003-?????,,009-?????,Umardha,3.30501E+13,489164,2007-2008,Y,????? ??????,?????? ?????,Y,1053,466.48,1043,,N
33-??????,Jabalpur,05-?????,Majholi,01-?????,,00003-?????,,010-??????,Bichhiya,3.30501E+13,489165,2007-2008,Y,????? ??????,?????? ?????,Y,295,236.68,296,,N
33-??????,Jabalpur,05-?????,Majholi,01-?????,,00003-?????,,011-???????,Nayagaon,3.30501E+13,489166,2007-2008,Y,????? ??????,?????? ?????,Y,738,185.9,613,,N
33-??????,Jabalpur,05-?????,Majholi,01-?????,,00004-????,,012-????,Jauli,3.30501E+13,489168,2007-2008,Y,????? ??????,?????? ?????,Y,845,378.2,785,,N
33-??????,Jabalpur,05-?????,Majholi,01-?????,,00004-????,,013-?????????,Soma Khurd,3.30501E+13,489167,2007-2008,Y,????? ??????,?????? ?????,Y,531,195.95,413,,N
33-??????,Jabalpur,05-?????,Majholi,01-?????,,00005-????????,,014-??????,Padwar,3.30501E+13,489170,2007-2008,Y,????? ??????,?????? ?????,Y,1496,575.9,1545,,N
33-??????,Jabalpur,05-?????,Majholi,01-?????,,00005-????????,,015-??????,Dhangawan,3.30501E+13,489171,2007-2008,Y,????? ??????,?????? ?????,Y,462,229.97,506,,N
33-??????,Jabalpur,05-?????,Majholi,01-?????,,00006-?????,,016-?????,Abhana,3.30501E+13,489177,2007-2008,Y,????? ??????,?????? ?????,Y,1238,530.37,1120,,N
33-??????,Jabalpur,05-?????,Majholi,01-?????,,00006-?????,,017-???????,Tagbihar,3.30501E+13,489175,2007-2008,Y,????? ??????,?????? ?????,Y,468,192.69,424,,N
33-??????,Jabalpur,05-?????,Majholi,01-?????,,00006-?????,,018-????,Katra,3.30501E+13,489176,2007-2008,Y,????? ??????,?????? ?????,Y,276,153.86,259,,N
33-??????,Jabalpur,05-?????,Majholi,01-?????,,00007-??????,,019-??????,Khitaula,3.30501E+13,489178,2007-2008,Y,????? ??????,?????? ?????,Y,892,538.98,858,,N
33-??????,Jabalpur,05-?????,Majholi,01-?????,,00008-???,,020-????,Khand,3.30501E+13,489179,2007-2008,Y,????? ??????,?????? ?????,Y,545,434.45,468,,N
33-??????,Jabalpur,05-?????,Majholi,01-?????,,00008-???,,021-???,Pati,3.30501E+13,489172,2007-2008,Y,????? ??????,?????? ?????,Y,500,259.97,442,,N
33-??????,Jabalpur,05-?????,Majholi,01-?????,,00009-??????,,022-???????,Mudkuru,3.30501E+13,489183,2007-2008,Y,????? ??????,?????? ?????,Y,245,205.16,220,,N
33-??????,Jabalpur,05-?????,Majholi,01-?????,,00009-??????,,023-???????,Pipariya,3.30501E+13,489187,2007-2008,Y,????? ??????,?????? ?????,Y,503,136.15,417,,N
33-??????,Jabalpur,05-?????,Majholi,01-?????,,00009-??????,,024-?????,Paduwa,3.30501E+13,489185,2007-2008,Y,????? ??????,?????? ?????,Y,324,166.33,279,,N
33-??????,Jabalpur,05-?????,Majholi,01-?????,,00009-??????,,025-????,Paura,3.30501E+13,489180,2007-2008,Y,????? ??????,?????? ?????,Y,266,229.57,217,,N
33-??????,Jabalpur,05-?????,Majholi,01-?????,,00010-??????,,026-??????,Sihoda,3.30501E+13,489182,2007-2008,Y,????? ??????,?????? ?????,Y,687,315.71,587,,N
33-??????,Jabalpur,05-?????,Majholi,01-?????,,00010-??????,,027-????,Lamti,3.30501E+13,489181,2007-2008,Y,????? ??????,?????? ?????,Y,379,218.12,294,,N
33-??????,Jabalpur,05-?????,Majholi,01-?????,,00010-??????,,028-??????,Dharampura,3.30501E+13,489186,2007-2008,Y,????? ??????,?????? ?????,Y,117,49.45,106,,N
33-??????,Jabalpur,05-?????,Majholi,01-?????,,00011-??????,,029-???????,Majhgawan,3.30501E+13,489207,2007-2008,Y,????? ??????,?????? ?????,Y,285,113.67,279,,N
33-??????,Jabalpur,05-?????,Majholi,01-?????,,00011-??????,,030-???????,Sakarpila,3.30501E+13,489194,2007-2008,Y,????? ??????,?????? ?????,Y,288,155.46,283,,N
33-??????,Jabalpur,05-?????,Majholi,01-?????,,00011-??????,,031-?????,Kusmi,3.30501E+13,489197,2007-2008,Y,????? ??????,?????? ?????,Y,293,142.12,252,,N
33-??????,Jabalpur,05-?????,Majholi,01-?????,,00011-??????,,032-???????,Bamhauri,3.30501E+13,489271,2007-2008,Y,????? ??????,?????? ?????,Y,200,130.76,193,,N
33-??????,Jabalpur,05-?????,Majholi,01-?????,,00011-??????,,033-?????,Rajwai,3.30501E+13,489211,2007-2008,Y,????? ??????,?????? ?????,Y,317,176.92,294,,N
33-??????,Jabalpur,05-?????,Majholi,01-?????,,00012-??????? ???,,034-???????,Simaria,3.30501E+13,489043,2007-2008,Y,????? ??????,?????? ?????,Y,708,217.93,689,,N
33-??????,Jabalpur,05-?????,Majholi,01-?????,,00012-??????? ???,,035-???????,Pipariya,3.30501E+13,489209,2007-2008,Y,????? ??????,?????? ?????,Y,226,93.21,241,,N
33-??????,Jabalpur,05-?????,Majholi,01-?????,,00012-??????? ???,,036-???????,Sunwani,3.30501E+13,489210,2007-2008,Y,????? ??????,?????? ?????,Y,375,275.36,381,,N
33-??????,Jabalpur,05-?????,Majholi,01-?????,,00012-??????? ???,,037-???????????,Ghat Khamhariya,3.30501E+13,489192,2007-2008,Y,????? ??????,?????? ?????,Y,363,297.63,348,,N
33-??????,Jabalpur,05-?????,Majholi,01-?????,,00013-??????,,038-??????,Amgawan,3.30501E+13,489191,2007-2008,Y,????? ??????,?????? ?????,Y,371,173.83,394,,N
33-??????,Jabalpur,05-?????,Majholi,01-?????,,00013-??????,,039-????????,Deori (Diwari),3.30501E+13,489190,2007-2008,Y,????? ??????,?????? ?????,Y,1249,528.79,1224,,N
33-??????,Jabalpur,05-?????,Majholi,01-?????,,00013-??????,,040-???????,Muhaniya,3.30501E+13,489226,2007-2008,Y,????? ??????,?????? ?????,Y,432,212.03,400,,N
33-??????,Jabalpur,05-?????,Majholi,01-?????,,00014-??????,,041-??????,Umariya,3.30501E+13,489201,2007-2008,Y,????? ??????,?????? ?????,Y,416,268.32,455,,N
33-??????,Jabalpur,05-?????,Majholi,01-?????,,00014-??????,,042-??????,Jujhari,3.30501E+13,489037,2007-2008,Y,????? ??????,?????? ?????,Y,355,191.2,303,,N
33-??????,Jabalpur,05-?????,Majholi,01-?????,,00015-?????,,043-?????,Diwari,3.30501E+13,489205,2007-2008,Y,????? ??????,?????? ?????,Y,558,304.26,532,,N
33-??????,Jabalpur,05-?????,Majholi,01-?????,,00015-?????,,044-????,Budhi,3.30501E+13,489206,2007-2008,Y,????? ??????,?????? ?????,Y,182,94.72,180,,N
33-??????,Jabalpur,05-?????,Majholi,01-?????,,00016-??????,,045-??????,Mahagawan,3.30501E+13,489195,2007-2008,Y,????? ??????,?????? ?????,Y,262,122.18,224,,N
33-??????,Jabalpur,05-?????,Majholi,01-?????,,00016-??????,,046-????,Pali,3.30501E+13,489202,2007-2008,Y,????? ??????,?????? ?????,Y,549,229.38,522,,N
33-??????,Jabalpur,05-?????,Majholi,01-?????,,00016-??????,,047-??????,Mansakra,3.30501E+13,489196,2007-2008,Y,????? ??????,?????? ?????,Y,209,108.49,166,,N
33-??????,Jabalpur,05-?????,Majholi,01-?????,,00017-?????,,048-?????,Patori,3.30501E+13,489217,2007-2008,Y,????? ??????,?????? ?????,Y,331,216.3,304,,N
33-??????,Jabalpur,05-?????,Majholi,01-?????,,00017-?????,,049-?????,Sagona,3.30501E+13,489208,2007-2008,Y,????? ??????,?????? ?????,Y,234,158.67,262,,N
33-??????,Jabalpur,05-?????,Majholi,01-?????,,00017-?????,,050-????,Bakla,3.30501E+13,489216,2007-2008,Y,????? ??????,?????? ?????,Y,99,100.21,67,,N
33-??????,Jabalpur,05-?????,Majholi,01-?????,,00018-????,,051-????,Dauni (Doni),3.30501E+13,489215,2007-2008,Y,????? ??????,?????? ?????,Y,552,396.25,555,,N
33-??????,Jabalpur,05-?????,Majholi,01-?????,,00018-????,,052-??????,Bhatgawan,3.30501E+13,489219,2007-2008,Y,????? ??????,?????? ?????,Y,250,240.72,252,,N
33-??????,Jabalpur,05-?????,Majholi,01-?????,,00018-????,,053-??????????,Suhas Khurd,3.30501E+13,489218,2007-2008,Y,????? ??????,?????? ?????,Y,220,141.9,209,,N
33-??????,Jabalpur,05-?????,Majholi,01-?????,,00019-?????????,,054-?????????,Kankardehi,3.30501E+13,489212,2007-2008,Y,????? ??????,?????? ?????,Y,736,188.4,536,,N
33-??????,Jabalpur,05-?????,Majholi,01-?????,,00020-???????,,055-???????,Ranital,3.30501E+13,489220,2007-2008,Y,????? ??????,?????? ?????,Y,451,165.43,382,,N
33-??????,Jabalpur,05-?????,Majholi,01-?????,,00020-???????,,056-?????,Khango,3.30501E+13,489184,2007-2008,Y,????? ??????,?????? ?????,Y,286,191.63,235,,N
33-??????,Jabalpur,05-?????,Majholi,01-?????,,00021-?????,,057-????? ??.??.??.21,Manjholi Jabalpur,3.30501E+13,802356,2007-2008,Y,??? ?????,?????? ?????,Y,1312,442.18,597,,N
33-??????,Jabalpur,05-?????,Majholi,01-?????,,00021-?????,,058-????? ??.??.??.21,Khirwa,3.30501E+13,362801,2007-2008,Y,??? ?????,?????? ?????,Y,648,166.97,457,,N
33-??????,Jabalpur,05-?????,Majholi,01-?????,,00021-?????,,059-???????? ??.??.??.21,Nanhwar,3.30501E+13,362802,2007-2008,Y,??? ?????,?????? ?????,Y,427,60.53,123,,N
33-??????,Jabalpur,05-?????,Majholi,01-?????,,00022-?????,,060-?????,Hatauli,3.30501E+13,489225,2007-2008,Y,????? ??????,?????? ?????,Y,610,198.73,548,,N
33-??????,Jabalpur,05-?????,Majholi,01-?????,,00022-?????,,061-?????,Narila,3.30501E+13,489227,2007-2008,Y,????? ??????,?????? ?????,Y,316,229.94,248,,N
33-??????,Jabalpur,05-?????,Majholi,01-?????,,00023-????,,062-????,Khamra,3.30501E+13,489224,2007-2008,Y,????? ??????,?????? ?????,Y,478,202.1,427,,N
33-??????,Jabalpur,05-?????,Majholi,01-?????,,00023-????,,063-??????,Biriya,3.30501E+13,489189,2007-2008,Y,????? ??????,?????? ?????,Y,266,158.4,245,,N
33-??????,Jabalpur,05-?????,Majholi,01-?????,,00023-????,,064-?????,Bihara,3.30501E+13,489188,2007-2008,Y,????? ??????,?????? ?????,Y,100,78.9,95,,N
33-??????,Jabalpur,05-?????,Majholi,01-?????,,00023-????,,065-??????,Dhanadi,3.30501E+13,489237,2007-2008,Y,????? ??????,?????? ?????,Y,238,493.62,206,,N
33-??????,Jabalpur,05-?????,Majholi,01-?????,,00024-?????????,,066-?????????,Nandgram,3.30501E+13,489223,2007-2008,Y,????? ??????,?????? ?????,Y,510,293.65,438,,N
33-??????,Jabalpur,05-?????,Majholi,01-?????,,00024-?????????,,067-?????,Dhondi,3.30501E+13,489221,2007-2008,Y,????? ??????,?????? ?????,Y,208,101.01,190,,N
33-??????,Jabalpur,05-?????,Majholi,01-?????,,00024-?????????,,068-??????,Mandhara,3.30501E+13,489222,2007-2008,Y,????? ??????,?????? ?????,Y,186,57.79,135,,N
33-??????,Jabalpur,05-?????,Majholi,01-?????,,00024-?????????,,069-??????????,Kumharwara,3.30501E+13,489228,2007-2008,Y,????? ??????,?????? ?????,Y,217,155.8,199,,N
33-??????,Jabalpur,05-?????,Majholi,01-?????,,00024-?????????,,070-??????,Bhadkura,3.30501E+13,489238,2007-2008,Y,????? ??????,?????? ?????,Y,190,302.33,175,,N
33-??????,Jabalpur,05-?????,Majholi,01-?????,,00025-??????,,071-???????,Padariya,3.30501E+13,489234,2007-2008,Y,????? ??????,?????? ?????,Y,714,908.18,651,,N
